id,word,meaning,pos,level,dictionaryType,created_at
4854,smart,똑똑한,adjective,b1,enko,2025-08-04 15:39
4855,smartphone,스마트폰,noun,a2,enko,2025-08-04 15:39
4856,smash,스매시,verb,c1,enko,2025-08-04 15:39
4857,smell,냄새가 나다,noun,a2,enko,2025-08-04 15:39
4858,smell,냄새가 나다,verb,a2,enko,2025-08-04 15:39
4859,smile,웃다,noun,a2,enko,2025-08-04 15:39
4860,smile,웃다,verb,a2,enko,2025-08-04 15:39
4861,smoke,연기,noun,a2,enko,2025-08-04 15:39
4862,smoke,연기,verb,a2,enko,2025-08-04 15:39
4863,smoking,흡연,noun,a2,enko,2025-08-04 15:39
4864,smooth,매끄러운,adjective,b1,enko,2025-08-04 15:39
4865,snake,뱀,noun,a1,enko,2025-08-04 15:39
4866,snap,스냅,verb,c1,enko,2025-08-04 15:39
4867,snow,눈,noun,a1,enko,2025-08-04 15:39
4868,snow,눈,verb,a1,enko,2025-08-04 15:39
4869,so,그래서,adverb,a1,enko,2025-08-04 15:39
4870,so,그래서,conjunction,a1,enko,2025-08-04 15:39
4871,so-called,소위,adjective,b2,enko,2025-08-04 15:39
4872,soak,담그다,verb,c1,enko,2025-08-04 15:39
4873,soap,비누,noun,a2,enko,2025-08-04 15:39
4874,soar,날기,verb,c1,enko,2025-08-04 15:39
4875,soccer,축구,noun,a2,enko,2025-08-04 15:39
4876,social,사회의,adjective,a2,enko,2025-08-04 15:39
4877,socialist,사회주의자,adjective,c1,enko,2025-08-04 15:39
4878,society,사회,noun,a2,enko,2025-08-04 15:39
4879,sock,때리다,noun,a2,enko,2025-08-04 15:39
4880,soft,부드러운,adjective,a2,enko,2025-08-04 15:39
4881,software,소프트웨어,noun,b1,enko,2025-08-04 15:39
4882,soil,토양,noun,b1,enko,2025-08-04 15:39
4883,solar,태양열,adjective,b2,enko,2025-08-04 15:39
4884,soldier,군인,noun,a2,enko,2025-08-04 15:39
4885,sole,밑창,adjective,c1,enko,2025-08-04 15:39
4886,solely,혼자서,adverb,c1,enko,2025-08-04 15:39
4887,solicitor,간청자,noun,c1,enko,2025-08-04 15:39
4888,solid,단단한,adjective,b1,enko,2025-08-04 15:39
4889,solid,단단한,noun,b1,enko,2025-08-04 15:39
4890,solidarity,연대,noun,c1,enko,2025-08-04 15:39
4891,solo,독주,adjective,c1,enko,2025-08-04 15:39
4892,solo,독주,noun,c1,enko,2025-08-04 15:39
4893,solution,해결책,noun,a2,enko,2025-08-04 15:39
4894,solve,해결하다,verb,a2,enko,2025-08-04 15:39
4895,some,일부,determiner,a1,enko,2025-08-04 15:39
4896,some,일부,pronoun,a1,enko,2025-08-04 15:39
4897,somebody,어떤 사람,pronoun,a1,enko,2025-08-04 15:39
4898,somehow,어떻게든,adverb,b2,enko,2025-08-04 15:39
4899,someone,누구,pronoun,a1,enko,2025-08-04 15:39
4900,something,무엇,pronoun,a1,enko,2025-08-04 15:39
4901,sometime,언젠가,adverb,b2,enko,2025-08-04 15:39
4902,sometimes,때때로,adverb,a1,enko,2025-08-04 15:39
4903,somewhat,약간,adverb,b2,enko,2025-08-04 15:39
4904,somewhere,어딘가에,adverb,a2,enko,2025-08-04 15:39
4905,somewhere,어딘가에,pronoun,a2,enko,2025-08-04 15:39
4906,son,아들,noun,a1,enko,2025-08-04 15:39
4907,song,노래,noun,a1,enko,2025-08-04 15:39
4908,soon,곧,adverb,a1,enko,2025-08-04 15:39
4909,sophisticated,정교한,adjective,b2,enko,2025-08-04 15:39
4910,sorry,죄송합니다,adjective,a1,enko,2025-08-04 15:39
4911,sorry,죄송합니다,exclamation,a1,enko,2025-08-04 15:39
4912,sort,종류,noun,a2,enko,2025-08-04 15:39
4913,sort,종류,verb,b1,enko,2025-08-04 15:39
4914,soul,영혼,noun,b2,enko,2025-08-04 15:39
4915,sound,소리,adjective,c1,enko,2025-08-04 15:39
4916,sound,소리,noun,a1,enko,2025-08-04 15:39
4917,sound,소리,verb,a1,enko,2025-08-04 15:39
4918,soup,국,noun,a1,enko,2025-08-04 15:39
4919,source,원천,noun,a2,enko,2025-08-04 15:39
4920,south,남쪽,adjective,a1,enko,2025-08-04 15:39
4921,south,남쪽,adverb,a1,enko,2025-08-04 15:39
4922,south,남쪽,noun,a1,enko,2025-08-04 15:39
4923,southern,남부 지방 사투리,adjective,b1,enko,2025-08-04 15:39
4924,sovereignty,주권,noun,c1,enko,2025-08-04 15:39
4925,space,공간,noun,a1,enko,2025-08-04 15:39
4926,spam,스팸,noun,c1,enko,2025-08-04 15:39
4927,span,기간,noun,c1,enko,2025-08-04 15:39
4928,span,기간,verb,c1,enko,2025-08-04 15:39
4929,spare,여분의,adjective,b2,enko,2025-08-04 15:39
4930,spare,여분의,verb,c1,enko,2025-08-04 15:39
4931,spark,불꽃,verb,c1,enko,2025-08-04 15:39
4932,speak,말하다,verb,a1,enko,2025-08-04 15:39
4933,speaker,스피커,noun,a2,enko,2025-08-04 15:39
4934,special,특별한,adjective,a1,enko,2025-08-04 15:39
4935,specialist,전문가,adjective,b2,enko,2025-08-04 15:39
4936,specialist,전문가,noun,b2,enko,2025-08-04 15:39
4937,specialize,전문화하다,verb,b2,enko,2025-08-04 15:39
4938,specialized,전문화된,adjective,c1,enko,2025-08-04 15:39
4939,species,종,noun,b2,enko,2025-08-04 15:39
4940,specific,특정한,adjective,a2,enko,2025-08-04 15:39
4941,specifically,구체적으로,adverb,b1,enko,2025-08-04 15:39
4942,specification,사양,noun,c1,enko,2025-08-04 15:39
4943,specify,지정하다,verb,b2,enko,2025-08-04 15:39
4944,specimen,표본,noun,c1,enko,2025-08-04 15:39
4945,spectacle,안경,noun,c1,enko,2025-08-04 15:39
4946,spectacular,장관이다,adjective,b2,enko,2025-08-04 15:39
4947,spectator,구경꾼,noun,b2,enko,2025-08-04 15:39
4948,spectrum,스펙트럼,noun,c1,enko,2025-08-04 15:39
4949,speculate,추측하다,verb,b2,enko,2025-08-04 15:39
4950,speculation,추측,noun,b2,enko,2025-08-04 15:39
4951,speech,연설,noun,a2,enko,2025-08-04 15:39
4952,speed,속도,noun,a2,enko,2025-08-04 15:39
4953,speed,속도,verb,b2,enko,2025-08-04 15:39
4954,spell,주문,noun,c1,enko,2025-08-04 15:39
4955,spell,주문,verb,a1,enko,2025-08-04 15:39
4956,spelling,철자,noun,a1,enko,2025-08-04 15:39
4957,spend,경비,verb,a1,enko,2025-08-04 15:39
4958,spending,지출,noun,b1,enko,2025-08-04 15:39
4959,sphere,구체,noun,c1,enko,2025-08-04 15:39
4960,spice,기미,noun,b2,enko,2025-08-04 15:39
4961,spicy,매운,adjective,b1,enko,2025-08-04 15:39
4962,spider,거미,noun,a2,enko,2025-08-04 15:39
4963,spill,엎지르다,verb,b2,enko,2025-08-04 15:39
4964,spin,회전,noun,c1,enko,2025-08-04 15:39
4965,spin,회전,verb,c1,enko,2025-08-04 15:39
4966,spine,척추,noun,c1,enko,2025-08-04 15:39
4967,spirit,영혼,noun,b1,enko,2025-08-04 15:39
4968,spiritual,영적인,adjective,b2,enko,2025-08-04 15:39
4969,spite,악의,noun,b2,enko,2025-08-04 15:39
4970,split,나뉘다,noun,b2,enko,2025-08-04 15:39
4971,split,나뉘다,verb,b2,enko,2025-08-04 15:39
4972,spoil,약탈,verb,b2,enko,2025-08-04 15:39
4973,spoken,말한,adjective,b1,enko,2025-08-04 15:39
4974,spokesman,대변인,noun,b2,enko,2025-08-04 15:39
4975,spokesperson,대변인,noun,b2,enko,2025-08-04 15:39
4976,spokeswoman,대변인,noun,b2,enko,2025-08-04 15:39
4977,sponsor,스폰서,noun,b2,enko,2025-08-04 15:39
4978,sponsor,스폰서,verb,b2,enko,2025-08-04 15:39
4979,sponsorship,후원,noun,b2,enko,2025-08-04 15:39
4980,spoon,숟가락,noun,a2,enko,2025-08-04 15:39
4981,sport,스포츠,noun,a1,enko,2025-08-04 15:39
4982,sporting,스포츠,adjective,b2,enko,2025-08-04 15:39
4983,spot,점,noun,b1,enko,2025-08-04 15:39
4984,spot,점,verb,b2,enko,2025-08-04 15:39
4985,spotlight,스포트라이트,noun,c1,enko,2025-08-04 15:39
4986,spouse,배우자,noun,c1,enko,2025-08-04 15:39
4987,spread,확산,noun,b2,enko,2025-08-04 15:39
4988,spread,확산,verb,b1,enko,2025-08-04 15:39
4989,spring,봄,noun,a1,enko,2025-08-04 15:39
4990,spring,봄,verb,b2,enko,2025-08-04 15:39
4991,spy,스파이,noun,c1,enko,2025-08-04 15:39
4992,spy,스파이,verb,c1,enko,2025-08-04 15:39
4993,squad,분대,noun,c1,enko,2025-08-04 15:39
4994,square,정사각형,adjective,a2,enko,2025-08-04 15:39
4995,square,정사각형,noun,a2,enko,2025-08-04 15:39
4996,squeeze,짜내다,verb,c1,enko,2025-08-04 15:39
4997,stab,찌르다,verb,c1,enko,2025-08-04 15:39
4998,stability,안정,noun,c1,enko,2025-08-04 15:39
4999,stabilize,안정화하다,verb,c1,enko,2025-08-04 15:39
5000,stable,안정적인,adjective,b2,enko,2025-08-04 15:39
5001,stadium,경기장,noun,b1,enko,2025-08-04 15:39
5002,staff,직원,noun,b1,enko,2025-08-04 15:39
5003,stage,단계,noun,a2,enko,2025-08-04 15:39
5004,stage,단계,verb,b2,enko,2025-08-04 15:39
5005,stair,계단,noun,a2,enko,2025-08-04 15:39
5006,stake,말뚝,noun,c1,enko,2025-08-04 15:39
5007,stall,마구간,noun,b2,enko,2025-08-04 15:39
5008,stamp,우표,noun,a2,enko,2025-08-04 15:39
5009,stance,위치,noun,b2,enko,2025-08-04 15:39
5010,stand,서다,noun,b2,enko,2025-08-04 15:39
5011,stand,서다,verb,a1,enko,2025-08-04 15:39
5012,standard,기준,adjective,b1,enko,2025-08-04 15:39
5013,standard,기준,noun,b1,enko,2025-08-04 15:39
5014,standing,서 있는,adjective,c1,enko,2025-08-04 15:39
5015,star,별,noun,a1,enko,2025-08-04 15:39
5016,star,별,verb,a2,enko,2025-08-04 15:39
5017,stare,응시,verb,b2,enko,2025-08-04 15:39
5018,stark,뚜렷한,adjective,c1,enko,2025-08-04 15:39
5019,start,시작,noun,a2,enko,2025-08-04 15:39
5020,start,시작,verb,a1,enko,2025-08-04 15:39
5021,starve,굶어 죽다,verb,b2,enko,2025-08-04 15:39
5022,state,상태,adjective,b1,enko,2025-08-04 15:39
5023,state,상태,noun,a2,enko,2025-08-04 15:39
5024,state,상태,verb,b1,enko,2025-08-04 15:39
5025,statement,성명,noun,a1,enko,2025-08-04 15:39
5026,station,역,noun,a1,enko,2025-08-04 15:39
5027,statistic,통계량,noun,b1,enko,2025-08-04 15:39
5028,statistical,통계적,adjective,c1,enko,2025-08-04 15:39
5029,statue,동상,noun,b1,enko,2025-08-04 15:39
5030,status,상태,noun,b2,enko,2025-08-04 15:39
5031,stay,머무르다,noun,a2,enko,2025-08-04 15:39
5032,stay,머무르다,verb,a1,enko,2025-08-04 15:39
5033,steadily,꾸준히,adverb,b2,enko,2025-08-04 15:39
5034,steady,꾸준한,adjective,b2,enko,2025-08-04 15:39
5035,steal,훔치다,verb,a2,enko,2025-08-04 15:39
5036,steam,증기,noun,b2,enko,2025-08-04 15:39
5037,steel,강철,noun,b2,enko,2025-08-04 15:39
5038,steep,험한,adjective,b2,enko,2025-08-04 15:39
5039,steer,수송아지,verb,c1,enko,2025-08-04 15:39
5040,stem,줄기,noun,c1,enko,2025-08-04 15:39
5041,stem,줄기,verb,c1,enko,2025-08-04 15:39
5042,step,단계,noun,a2,enko,2025-08-04 15:39
5043,step,단계,verb,b2,enko,2025-08-04 15:39
5044,stereotype,스테레오,noun,c1,enko,2025-08-04 15:39
5045,stick,막대,noun,b1,enko,2025-08-04 15:39
5046,stick,막대,verb,b1,enko,2025-08-04 15:39
5047,sticky,어려운,adjective,b2,enko,2025-08-04 15:39
5048,stiff,뻣뻣한,adjective,b2,enko,2025-08-04 15:39
5049,still,아직,adjective,b1,enko,2025-08-04 15:39
5050,still,아직,adverb,a1,enko,2025-08-04 15:39
5051,stimulate,자극하다,verb,b2,enko,2025-08-04 15:39
5052,stimulus,자극제,noun,c1,enko,2025-08-04 15:39
5053,stir,젓다,verb,c1,enko,2025-08-04 15:39
5054,stock,재고,noun,b2,enko,2025-08-04 15:39
5055,stomach,위,noun,a2,enko,2025-08-04 15:39
5056,stone,결석,noun,a2,enko,2025-08-04 15:39
5057,stop,멈추다,noun,a1,enko,2025-08-04 15:39
5058,stop,멈추다,verb,a1,enko,2025-08-04 15:39
5059,storage,저장,noun,c1,enko,2025-08-04 15:39
5060,store,가게,noun,a2,enko,2025-08-04 15:39
5061,store,가게,verb,b1,enko,2025-08-04 15:39
5062,storm,폭풍,noun,a2,enko,2025-08-04 15:39
5063,story,이야기,noun,a1,enko,2025-08-04 15:39
5064,straight,똑바로,adjective,a2,enko,2025-08-04 15:39
5065,straight,똑바로,adverb,a2,enko,2025-08-04 15:39
5066,straightforward,똑바로,adjective,c1,enko,2025-08-04 15:39
5067,strain,부담,noun,c1,enko,2025-08-04 15:39
5068,strand,바닷가,noun,c1,enko,2025-08-04 15:39
5069,strange,이상한,adjective,a2,enko,2025-08-04 15:39
5070,stranger,낯선 사람,noun,b1,enko,2025-08-04 15:39
5071,strategic,전략적,adjective,c1,enko,2025-08-04 15:39
5072,strategy,전략,noun,a2,enko,2025-08-04 15:39
5073,stream,개울,noun,b2,enko,2025-08-04 15:39
5074,street,거리,noun,a1,enko,2025-08-04 15:39
5075,strength,힘,noun,b1,enko,2025-08-04 15:39
5076,strengthen,강하게 하다,verb,b2,enko,2025-08-04 15:39
5077,stress,스트레스,noun,a2,enko,2025-08-04 15:39
5078,stress,스트레스,verb,a2,enko,2025-08-04 15:39
5079,stretch,뻗기,noun,b2,enko,2025-08-04 15:39
5080,stretch,뻗기,verb,b2,enko,2025-08-04 15:39
5081,strict,엄격한,adjective,b2,enko,2025-08-04 15:39
5082,strictly,엄격하게,adverb,b2,enko,2025-08-04 15:39
5083,strike,스트라이크,noun,b2,enko,2025-08-04 15:39
5084,strike,스트라이크,verb,b2,enko,2025-08-04 15:39
5085,striking,치는,adjective,c1,enko,2025-08-04 15:39
5086,string,끈,noun,b1,enko,2025-08-04 15:39
5087,strip,조각,noun,c1,enko,2025-08-04 15:39
5088,strip,조각,verb,c1,enko,2025-08-04 15:39
5089,strive,애쓰다,verb,c1,enko,2025-08-04 15:39
5090,stroke,뇌졸중,noun,b2,enko,2025-08-04 15:39
5091,strong,강한,adjective,a1,enko,2025-08-04 15:39
5092,strongly,강하게,adverb,b1,enko,2025-08-04 15:39
5093,structural,구조적,adjective,c1,enko,2025-08-04 15:39
5094,structure,구조,noun,a2,enko,2025-08-04 15:39
5095,structure,구조,verb,b2,enko,2025-08-04 15:39
5096,struggle,고심하다,noun,b2,enko,2025-08-04 15:39
5097,struggle,고심하다,verb,b2,enko,2025-08-04 15:39
5098,student,학생,noun,a1,enko,2025-08-04 15:39
5099,studio,사진관,noun,b1,enko,2025-08-04 15:39
5100,study,공부하다,noun,a1,enko,2025-08-04 15:39
5101,study,공부하다,verb,a1,enko,2025-08-04 15:39
5102,stuff,물건,noun,b1,enko,2025-08-04 15:39
5103,stuff,물건,verb,b2,enko,2025-08-04 15:39
5104,stumble,채이기,verb,c1,enko,2025-08-04 15:39
5105,stun,충격,verb,c1,enko,2025-08-04 15:39
5106,stunning,굉장히 멋진,adjective,b2,enko,2025-08-04 15:39
5107,stupid,멍청한,adjective,a2,enko,2025-08-04 15:39
5108,style,스타일,noun,a1,enko,2025-08-04 15:39
5109,subject,주제,adjective,b2,enko,2025-08-04 15:39
5110,subject,주제,noun,a1,enko,2025-08-04 15:39
5111,submission,제출,noun,c1,enko,2025-08-04 15:39
5112,submit,제출하다,verb,b2,enko,2025-08-04 15:39
5113,subscriber,구독자,noun,c1,enko,2025-08-04 15:39
5114,subscription,신청,noun,c1,enko,2025-08-04 15:39
5115,subsequent,이후의,adjective,b2,enko,2025-08-04 15:39
5116,subsequently,그후,adverb,b2,enko,2025-08-04 15:39
5117,subsidy,보조금,noun,c1,enko,2025-08-04 15:39
5118,substance,물질,noun,b1,enko,2025-08-04 15:39
5119,substantial,상당한,adjective,c1,enko,2025-08-04 15:39
5120,substantially,대체로,adverb,c1,enko,2025-08-04 15:39
5121,substitute,대리자,noun,c1,enko,2025-08-04 15:39
5122,substitute,대리자,verb,c1,enko,2025-08-04 15:39
5123,substitution,치환,noun,c1,enko,2025-08-04 15:39
5124,subtle,미묘한,adjective,c1,enko,2025-08-04 15:39
5125,suburb,근교,noun,b2,enko,2025-08-04 15:39
5126,suburban,교외,adjective,c1,enko,2025-08-04 15:39
5127,succeed,성공하다,verb,a2,enko,2025-08-04 15:39
5128,success,성공,noun,a1,enko,2025-08-04 15:39
5129,successful,성공적인,adjective,a2,enko,2025-08-04 15:39
5130,successfully,성공적으로,adverb,b1,enko,2025-08-04 15:39
5131,succession,계승,noun,c1,enko,2025-08-04 15:39
5132,successive,연속적인,adjective,c1,enko,2025-08-04 15:39
5133,successor,후임,noun,c1,enko,2025-08-04 15:39
5134,such,그런,determiner,a2,enko,2025-08-04 15:39
5135,such,그런,pronoun,a2,enko,2025-08-04 15:39
5136,suck,빨다,verb,c1,enko,2025-08-04 15:39
5137,sudden,갑작스러운,adjective,b1,enko,2025-08-04 15:39
5138,suddenly,갑자기,adverb,a2,enko,2025-08-04 15:39
5139,sue,여자 이름,verb,c1,enko,2025-08-04 15:39
5140,suffer,시달리다,verb,b1,enko,2025-08-04 15:39
5141,suffering,고통,noun,b2,enko,2025-08-04 15:39
5142,sufficient,충분한,adjective,b2,enko,2025-08-04 15:39
5143,sufficiently,충분히,adverb,b2,enko,2025-08-04 15:39
5144,sugar,설탕,noun,a1,enko,2025-08-04 15:39
5145,suggest,제안하다,verb,a2,enko,2025-08-04 15:39
5146,suggestion,제안,noun,a2,enko,2025-08-04 15:39
5147,suicide,자살,noun,c1,enko,2025-08-04 15:39
5148,suit,정장,noun,a2,enko,2025-08-04 15:39
5149,suit,정장,verb,b1,enko,2025-08-04 15:39
5150,suitable,적합한,adjective,b1,enko,2025-08-04 15:39
5151,suite,모음곡,noun,c1,enko,2025-08-04 15:39
5152,sum,합집합,noun,b2,enko,2025-08-04 15:39
5153,sum,합집합,verb,b2,enko,2025-08-04 15:39
5154,summarize,요약하다,verb,b1,enko,2025-08-04 15:39
5155,summary,요약,noun,b1,enko,2025-08-04 15:39
5156,summer,여름,noun,a1,enko,2025-08-04 15:39
5157,summit,정상 회담,noun,c1,enko,2025-08-04 15:39
5158,sun,해,noun,a1,enko,2025-08-04 15:39
5159,Sunday,일요일,noun,a1,enko,2025-08-04 15:39
5160,super,감독자,adjective,b2,enko,2025-08-04 15:39
5161,superb,훌륭한,adjective,c1,enko,2025-08-04 15:39
5162,superior,우수한,adjective,c1,enko,2025-08-04 15:39
5163,supermarket,슈퍼마켓,noun,a1,enko,2025-08-04 15:39
5164,supervise,감독하다,verb,c1,enko,2025-08-04 15:39
5165,supervision,감독,noun,c1,enko,2025-08-04 15:39
5166,supervisor,감독자,noun,c1,enko,2025-08-04 15:39
5167,supplement,보충,noun,c1,enko,2025-08-04 15:39
5168,supplement,보충,verb,c1,enko,2025-08-04 15:39
5169,supply,공급,noun,b1,enko,2025-08-04 15:39
5170,supply,공급,verb,b1,enko,2025-08-04 15:39
5171,support,지원하다,noun,a2,enko,2025-08-04 15:39
5172,support,지원하다,verb,a2,enko,2025-08-04 15:39
5173,supporter,서포터,noun,b1,enko,2025-08-04 15:39
5174,supportive,지지적인,adjective,c1,enko,2025-08-04 15:39
5175,suppose,가정하다,verb,a2,enko,2025-08-04 15:39
5176,supposedly,아마도,adverb,c1,enko,2025-08-04 15:39
5177,suppress,막다,verb,c1,enko,2025-08-04 15:39
5178,supreme,최고,adjective,c1,enko,2025-08-04 15:39
5179,sure,확신하는,adjective,a1,enko,2025-08-04 15:39
5180,sure,확신하는,adverb,a2,enko,2025-08-04 15:39
5181,surely,확실히,adverb,b1,enko,2025-08-04 15:39
5182,surface,표면,noun,b1,enko,2025-08-04 15:39
5183,surge,급등하다,noun,c1,enko,2025-08-04 15:39
5184,surge,급등하다,verb,c1,enko,2025-08-04 15:39
5185,surgeon,외과 의사,noun,b2,enko,2025-08-04 15:39
5186,surgery,수술,noun,b2,enko,2025-08-04 15:39
5187,surgical,외과적,adjective,c1,enko,2025-08-04 15:39
5188,surplus,여분,noun,c1,enko,2025-08-04 15:39
5189,surprise,놀라다,noun,a2,enko,2025-08-04 15:39
5190,surprise,놀라다,verb,a2,enko,2025-08-04 15:39
5191,surprised,놀란,adjective,a2,enko,2025-08-04 15:39
5192,surprising,놀라운,adjective,a2,enko,2025-08-04 15:39
5193,surrender,항복,verb,c1,enko,2025-08-04 15:39
5194,surround,둘러싸다,verb,b2,enko,2025-08-04 15:39
5195,surrounding,주변,adjective,b2,enko,2025-08-04 15:39
5196,surveillance,감시,noun,c1,enko,2025-08-04 15:39
5197,survey,조사,noun,a2,enko,2025-08-04 15:39
5198,survey,조사,verb,b2,enko,2025-08-04 15:39
5199,survival,활착,noun,b2,enko,2025-08-04 15:39
5200,survive,생존하다,verb,b1,enko,2025-08-04 15:39
5201,survivor,살아남은 사람,noun,b2,enko,2025-08-04 15:39
5202,suspect,의심하다,noun,b2,enko,2025-08-04 15:39
5203,suspect,의심하다,verb,b2,enko,2025-08-04 15:39
5204,suspend,유예하다,verb,b2,enko,2025-08-04 15:39
5205,suspension,보류,noun,c1,enko,2025-08-04 15:39
5206,suspicion,의심,noun,c1,enko,2025-08-04 15:39
5207,suspicious,의심스러운,adjective,c1,enko,2025-08-04 15:39
5208,sustain,지속시키다,verb,c1,enko,2025-08-04 15:39
5209,sustainable,지속 가능한,adjective,b2,enko,2025-08-04 15:39
5210,swallow,삼키다,verb,b2,enko,2025-08-04 15:39
5211,swear,욕을 하다,verb,b2,enko,2025-08-04 15:39
5212,sweater,스웨터,noun,a1,enko,2025-08-04 15:39
5213,sweep,스위프,verb,b2,enko,2025-08-04 15:39
5214,sweet,달콤한,adjective,a2,enko,2025-08-04 15:39
5215,sweet,달콤한,noun,a2,enko,2025-08-04 15:39
5216,swim,헤엄,noun,b1,enko,2025-08-04 15:39
5217,swim,헤엄,verb,a1,enko,2025-08-04 15:39
5218,swimming,수영,noun,a1,enko,2025-08-04 15:39
5219,swing,그네,noun,c1,enko,2025-08-04 15:39
5220,swing,그네,verb,c1,enko,2025-08-04 15:39
5221,switch,스위치,noun,b2,enko,2025-08-04 15:39
5222,switch,스위치,verb,b1,enko,2025-08-04 15:39
5223,sword,검,noun,c1,enko,2025-08-04 15:39
5224,symbol,상징,noun,a2,enko,2025-08-04 15:39
5225,symbolic,상징적인,adjective,c1,enko,2025-08-04 15:39
5226,sympathetic,교감 신경,adjective,b2,enko,2025-08-04 15:39
5227,sympathy,동정,noun,b2,enko,2025-08-04 15:39
5228,symptom,징후,noun,b1,enko,2025-08-04 15:39
5229,syndrome,증후군,noun,c1,enko,2025-08-04 15:39
5230,synthesis,합성,noun,c1,enko,2025-08-04 15:39
5231,system,체계,noun,a2,enko,2025-08-04 15:39
5232,systematic,체계적인,adjective,c1,enko,2025-08-04 15:39
5233,T-shirt,티셔츠,noun,a1,enko,2025-08-04 15:39
5234,table,테이블,noun,a1,enko,2025-08-04 15:39
5235,tablet,태블릿,noun,a2,enko,2025-08-04 15:39
5236,tackle,태클,noun,c1,enko,2025-08-04 15:39
5237,tackle,태클,verb,b2,enko,2025-08-04 15:39
5238,tactic,술책,noun,c1,enko,2025-08-04 15:39
5239,tactical,전술적인,adjective,c1,enko,2025-08-04 15:39
5240,tag,꼬리표,noun,b2,enko,2025-08-04 15:39
5241,tag,꼬리표,verb,b2,enko,2025-08-04 15:39
5242,tail,꼬리,noun,b1,enko,2025-08-04 15:39
5243,take,가져가다,verb,a1,enko,2025-08-04 15:39
5244,tale,이야기,noun,b2,enko,2025-08-04 15:39
5245,talent,재능,noun,b1,enko,2025-08-04 15:39
5246,talented,재간 있는,adjective,b1,enko,2025-08-04 15:39
5247,talk,말하다,noun,a2,enko,2025-08-04 15:39
5248,talk,말하다,verb,a1,enko,2025-08-04 15:39
5249,tall,키가 큰,adjective,a1,enko,2025-08-04 15:39
5250,tank,탱크,noun,b2,enko,2025-08-04 15:39
5251,tap,수도꼭지,noun,b2,enko,2025-08-04 15:39
5252,tap,수도꼭지,verb,b2,enko,2025-08-04 15:39
5253,tape,줄자,noun,b1,enko,2025-08-04 15:39
5254,target,목표,noun,a2,enko,2025-08-04 15:39
5255,target,목표,verb,b2,enko,2025-08-04 15:39
5256,task,일,noun,a2,enko,2025-08-04 15:39
5257,taste,맛,noun,a2,enko,2025-08-04 15:39
5258,taste,맛,verb,a2,enko,2025-08-04 15:39
5259,tax,세,noun,b1,enko,2025-08-04 15:39
5260,tax,세,verb,b1,enko,2025-08-04 15:39
5261,taxi,택시,noun,a1,enko,2025-08-04 15:39
5262,taxpayer,납세자,noun,c1,enko,2025-08-04 15:39
5263,tea,차,noun,a1,enko,2025-08-04 15:39
5264,teach,가르치다,verb,a1,enko,2025-08-04 15:39
5265,teacher,선생님,noun,a1,enko,2025-08-04 15:39
5266,teaching,가르침,noun,a2,enko,2025-08-04 15:39
5267,team,팀,noun,a1,enko,2025-08-04 15:39
5268,tear,눈물,noun,b2,enko,2025-08-04 15:39
5269,tear,눈물,verb,b2,enko,2025-08-04 15:39
5270,technical,인위적인,adjective,b1,enko,2025-08-04 15:39
5271,technique,기술,noun,b1,enko,2025-08-04 15:39
5272,technological,기술적,adjective,b2,enko,2025-08-04 15:39
5273,technology,기술,noun,a2,enko,2025-08-04 15:39
5274,teenage,십대,adjective,a2,enko,2025-08-04 15:39
5275,teenager,십대,noun,a1,enko,2025-08-04 15:39
5276,teens,열대,noun,b2,enko,2025-08-04 15:39
5277,telephone,전화,noun,a1,enko,2025-08-04 15:39
5278,telephone,전화,verb,a1,enko,2025-08-04 15:39
5279,television,텔레비전,noun,a1,enko,2025-08-04 15:39
5280,tell,말하다,verb,a1,enko,2025-08-04 15:39
5281,temperature,온도,noun,a2,enko,2025-08-04 15:39
5282,temple,절,noun,b2,enko,2025-08-04 15:39
5283,temporarily,일시적으로,adverb,b2,enko,2025-08-04 15:39
5284,temporary,일시적인,adjective,b2,enko,2025-08-04 15:39
5285,tempt,유혹하다,verb,c1,enko,2025-08-04 15:39
5286,ten,열,number,a1,enko,2025-08-04 15:39
5287,tenant,거주자,noun,c1,enko,2025-08-04 15:39
5288,tend,추세,verb,b1,enko,2025-08-04 15:39
5289,tendency,성향,noun,b2,enko,2025-08-04 15:39
5290,tender,부드러운,adjective,c1,enko,2025-08-04 15:39
5291,tennis,테니스,noun,a1,enko,2025-08-04 15:39
5292,tension,긴장,noun,b2,enko,2025-08-04 15:39
5293,tent,텐트,noun,b1,enko,2025-08-04 15:39
5294,tenure,보유,noun,c1,enko,2025-08-04 15:39
5295,term,용어,noun,a2,enko,2025-08-04 15:39
5296,term,용어,verb,b2,enko,2025-08-04 15:39
5297,terminal,단말기,adjective,c1,enko,2025-08-04 15:39
5298,terminal,단말기,noun,b2,enko,2025-08-04 15:39
5299,terminate,끝내다,verb,c1,enko,2025-08-04 15:39
5300,terms,자귀,noun,b2,enko,2025-08-04 15:39
5301,terrain,지역,noun,c1,enko,2025-08-04 15:39
5302,terrible,끔찍한,adjective,a1,enko,2025-08-04 15:39
5303,terribly,몹시,adverb,b2,enko,2025-08-04 15:39
5304,terrific,훌륭한,adjective,c1,enko,2025-08-04 15:39
5305,terrify,겁나게 하다,verb,b2,enko,2025-08-04 15:39
5306,territory,지역,noun,b2,enko,2025-08-04 15:39
5307,terror,공포,noun,b2,enko,2025-08-04 15:39
