id,word,meaning,pos,level,dictionaryType,created_at,,,
4809,준비,preparation,명사,A,koen,,,,
4810,준비되다,Be prepared,동사,B,koen,,,,
4811,준비물,Preparation,명사,B,koen,,,,
4812,준비하다,prepare,동사,A,koen,,,,
4813,줄,line,명사,B,koen,,,,
4814,줄,line,의존 명사,B,koen,,,,
4815,줄거리,plot,명사,C,koen,,,,
4816,줄곧,All along,부사,C,koen,,,,
4817,줄기,stem,명사,B,koen,,,,
4818,줄다,shrink,동사,B,koen,,,,
4819,줄무늬,stripe,명사,B,koen,,,,
4820,줄어들다,decrease,동사,C,koen,,,,
4821,줄이다,reduce,동사,B,koen,,,,
4822,줍다,pick up,동사,B,koen,,,,
4823,중,middle,의존 명사,B,koen,,,,
4824,중간,middle,명사,B,koen,,,,
4825,중계방송,Relay broadcast,명사,C,koen,,,,
4826,중국,china,고유 명사,A,koen,,,,
4827,중국어,chinese,명사,A,koen,,,,
4828,중국집,Chinese restaurant,명사,B,koen,,,,
4829,중년,middle age,명사,C,koen,,,,
4830,중단,interruption,명사,C,koen,,,,
4831,중단되다,be stopped,동사,C,koen,,,,
4832,중단하다,Stop,동사,C,koen,,,,
4833,중대하다,It's serious,형용사,C,koen,,,,
4834,중독,poisoning,명사,C,koen,,,,
4835,중반,mid,명사,C,koen,,,,
4836,중부,Central,명사,C,koen,,,,
4837,중세,Middle Ages,명사,C,koen,,,,
4838,중소기업,small and medium-sized enterprises,명사,C,koen,,,,
4839,중순,mid,명사,C,koen,,,,
4840,중식,Chinese food,명사,C,koen,,,,
4841,중심,center,명사,B,koen,,,,
4842,중심지,center,명사,C,koen,,,,
4843,중앙,center,명사,C,koen,,,,
4844,중얼거리다,mutter,동사,C,koen,,,,
4845,중요,importance,명사,B,koen,,,,
4846,중요성,importance,명사,B,koen,,,,
4847,중요시하다,attach importance to,동사,C,koen,,,,
4848,중요하다,It's important,형용사,A,koen,,,,
4849,중학교,middle school,명사,A,koen,,,,
4850,중학생,middle school students,명사,A,koen,,,,
4851,쥐,mouse,명사,B,koen,,,,
4852,쥐다,hold,동사,B,koen,,,,
4853,즉,in other words,부사,B,koen,,,,
4854,즉석,Instant,명사,C,koen,,,,
4855,즉시,immediately,명사,B,koen,,,,
4856,즐거움,joy,명사,B,koen,,,,
4857,즐거워하다,Have fun,동사,B,koen,,,,
4858,즐겁다,be pleasant,형용사,A,koen,,,,
4859,즐기다,take pleasure in,동사,B,koen,,,,
4860,증가,increase,명사,C,koen,,,,
4861,증가하다,increase,동사,C,koen,,,,
4862,증거,evidence,명사,C,koen,,,,
4863,증권,certificate,명사,C,koen,,,,
4864,증권사,securities firms,명사,C,koen,,,,
4865,증명하다,prove,동사,C,koen,,,,
4866,증상,Symptoms,명사,B,koen,,,,
4867,증세,Symptoms,명사,B,koen,,,,
4868,지,ji,의존 명사,B,koen,,,,
4869,지각,perception,명사,C,koen,,,,
4870,지갑,wallet,명사,A,koen,,,,
4871,지겹다,I'm bored,형용사,C,koen,,,,
4872,지경,Jigeong,의존 명사,C,koen,,,,
4873,지구,earth,명사,B,koen,,,,
4874,지구,earth,명사,B,koen,,,,
4875,지극히,Extremely,부사,C,koen,,,,
4876,지금,now,부사,A,koen,,,,
4877,지금,now,명사,A,koen,,,,
4878,지금껏,Until now,부사,C,koen,,,,
4879,지급,Payment,명사,C,koen,,,,
4880,지급하다,Pay,동사,C,koen,,,,
4881,지나가다,pass by,동사,B,koen,,,,
4882,지나다,pass by,동사,B,koen,,,,
4883,지나치다,go too far,동사,C,koen,,,,
4884,지나치다,go too far,형용사,B,koen,,,,
4885,지난날,yesterday,명사,C,koen,,,,
4886,지난달,Last month,명사,A,koen,,,,
4887,지난번,Last time,명사,B,koen,,,,
4888,지난주,last week,명사,A,koen,,,,
4889,지난해,Last year,명사,B,koen,,,,
4890,지내다,do,동사,A,koen,,,,
4891,지능,intelligence,명사,C,koen,,,,
4892,지니다,carry,동사,C,koen,,,,
4893,지다,lose,동사,B,koen,,,,
4894,지다,lose,동사,B,koen,,,,
4895,지다,lose,동사,C,koen,,,,
4896,지다,lose,동사,B,koen,,,,
4897,지대,belt,명사,C,koen,,,,
4898,지도,map,명사,A,koen,,,,
4899,지도,map,명사,C,koen,,,,
4900,지도자,director,명사,C,koen,,,,
4901,지도하다,lead,동사,C,koen,,,,
4902,지루하다,boring,형용사,C,koen,,,,
4903,지르다,kick,동사,B,koen,,,,
4904,지름길,shortcut,명사,C,koen,,,,
4905,지리산,Jirisan Mountain,고유 명사,C,koen,,,,
4906,지방,province,명사,B,koen,,,,
4907,지방,province,명사,C,koen,,,,
4908,지배하다,Dominate,동사,C,koen,,,,
4909,지불하다,Pay,동사,C,koen,,,,
4910,지붕,roof,명사,B,koen,,,,
4911,지속되다,continue,동사,C,koen,,,,
4912,지속적,continuous,명사,C,koen,,,,
4913,지시,instruction,명사,C,koen,,,,
4914,지시하다,instruct,동사,C,koen,,,,
4915,지식,knowledge,명사,C,koen,,,,
4916,지식인,intellectual,명사,C,koen,,,,
4917,지역,region,명사,B,koen,,,,
4918,지우개,eraser,명사,A,koen,,,,
4919,지우다,erase,동사,A,koen,,,,
4920,지우다,erase,동사,C,koen,,,,
4921,지워지다,be erased,동사,C,koen,,,,
4922,지원,backup,명사,C,koen,,,,
4923,지원하다,Support,동사,C,koen,,,,
4924,지위,status,명사,C,koen,,,,
4925,지저분하다,Messy,형용사,C,koen,,,,
4926,지적,Intellectual,명사,C,koen,,,,
4927,지적,Intellectual,명사,C,koen,,,,
4928,지적되다,be pointed out,동사,C,koen,,,,
4929,지적하다,Point out,동사,C,koen,,,,
4930,지점,spot,명사,C,koen,,,,
4931,지점,spot,명사,B,koen,,,,
4932,지지,support,명사,C,koen,,,,
4933,지진,earthquake,명사,C,koen,,,,
4934,지출,expenditure,명사,C,koen,,,,
4935,지치다,slide on,동사,B,koen,,,,
4936,지켜보다,Watch over,동사,C,koen,,,,
4937,지키다,protect,동사,B,koen,,,,
4938,지폐,bill,명사,C,koen,,,,
4939,지하,underground,명사,A,koen,,,,
4940,지하도,underpass,명사,B,koen,,,,
4941,지하철,subway,명사,A,koen,,,,
4942,지혜,wisdom,명사,C,koen,,,,
4943,직선,beeline,명사,C,koen,,,,
4944,직업,job,명사,B,koen,,,,
4945,직원,employee,명사,B,koen,,,,
4946,직장,rectal,명사,B,koen,,,,
4947,직장인,office worker,명사,C,koen,,,,
4948,직전,eve,명사,C,koen,,,,
4949,직접,directly,부사,B,koen,,,,
4950,직접,directly,명사,B,koen,,,,
4951,직접적,Direct,명사,C,koen,,,,
4952,직후,Immediately after,명사,C,koen,,,,
4953,진급,promotion,명사,C,koen,,,,
4954,진단,diagnosis,명사,C,koen,,,,
4955,진단하다,Diagnose,동사,C,koen,,,,
4956,진달래,azalea,명사,B,koen,,,,
4957,진동,vibration,명사,C,koen,,,,
4958,진로,course,명사,C,koen,,,,
4959,진료,Medical treatment,명사,C,koen,,,,
4960,진리,truth,명사,C,koen,,,,
4961,진실,truth,명사,C,koen,,,,
4962,진실로,truly,부사,C,koen,,,,
4963,진실하다,It's true,형용사,C,koen,,,,
4964,진심,sincerity,명사,C,koen,,,,
4965,진지하다,Be serious,형용사,C,koen,,,,
4966,진짜,really,명사,B,koen,,,,
4967,진짜,really,부사,B,koen,,,,
4968,진찰,Examination,명사,C,koen,,,,
4969,진출,debouchment,명사,B,koen,,,,
4970,진출하다,advance,동사,C,koen,,,,
4971,진통,throes,명사,C,koen,,,,
4972,진하다,Thick,형용사,B,koen,,,,
4973,진행,progress,명사,C,koen,,,,
4974,진행되다,Progress,동사,B,koen,,,,
4975,진행자,Host,명사,C,koen,,,,
4976,진행하다,progress,동사,B,koen,,,,
4977,질,quality,명사,B,koen,,,,
4978,질문,question,명사,A,koen,,,,
4979,질문하다,Ask a question,동사,A,koen,,,,
4980,질병,disease,명사,C,koen,,,,
4981,질서,order,명사,B,koen,,,,
4982,질적,qualitative,명사,C,koen,,,,
4983,짐,load,명사,B,koen,,,,
4984,짐작,guesswork,명사,C,koen,,,,
4985,짐작하다,guess,동사,C,koen,,,,
4986,집,house,명사,A,koen,,,,
4987,집다,nip,동사,B,koen,,,,
4988,집단,group,명사,C,koen,,,,
4989,집단적,collective,명사,C,koen,,,,
4990,집안,house management,명사,B,koen,,,,
4991,집안일,Housework,명사,C,koen,,,,
4992,집어넣다,Put in,동사,C,koen,,,,
4993,집중,concentration,명사,B,koen,,,,
4994,집중되다,be concentrated,동사,C,koen,,,,
4995,집중적,intensive,명사,C,koen,,,,
4996,집중하다,concentrate,동사,C,koen,,,,
4997,짓,act,명사,B,koen,,,,
4998,짓다,compose,동사,B,koen,,,,
4999,짙다,Dark,형용사,B,koen,,,,
5000,짚다,Straw,동사,C,koen,,,,
5001,짜다,salty,동사,C,koen,,,,
5002,짜다,salty,동사,C,koen,,,,
5003,짜다,salty,형용사,A,koen,,,,
5004,짜증,petulance,명사,B,koen,,,,
5005,짜증스럽다,It's annoying,형용사,C,koen,,,,
5006,짝,match,명사,C,koen,,,,
5007,짧다,short,형용사,A,koen,,,,
5008,짧아지다,shorten,동사,B,koen,,,,
5009,쩔쩔매다,Be in a difficult situation,동사,C,koen,,,,
5010,쪽,side,명사,B,koen,,,,
5011,쪽,side,의존 명사,C,koen,,,,
5012,쪽,side,의존 명사,A,koen,,,,
5013,쫓겨나다,be kicked out,동사,C,koen,,,,
5014,쫓기다,be chased,동사,C,koen,,,,
5015,쫓다,run,동사,C,koen,,,,
5016,쭉,All the way,부사,C,koen,,,,
5017,찌개,soup,명사,A,koen,,,,
5018,찌꺼기,dregs,명사,C,koen,,,,
5019,찌다,smother,동사,B,koen,,,,
5020,찌다,smother,동사,C,koen,,,,
5021,찌르다,prod,동사,B,koen,,,,
5022,찍다,hew,동사,A,koen,,,,
5023,찍히다,Get caught,동사,C,koen,,,,
5024,찢다,tear,동사,C,koen,,,,
5025,찢어지다,torn,동사,C,koen,,,,
5026,차,car,의존 명사,C,koen,,,,
5027,차,car,명사,A,koen,,,,
5028,차,car,명사,C,koen,,,,
5029,차,car,명사,A,koen,,,,
5030,차갑다,It's cold,형용사,B,koen,,,,
5031,차남,second son,명사,B,koen,,,,
5032,차다,cold,동사,C,koen,,,,
5033,차다,cold,동사,B,koen,,,,
5034,차다,cold,동사,C,koen,,,,
5035,차다,cold,형용사,B,koen,,,,
5036,차라리,rather,부사,C,koen,,,,
5037,차량,vehicle,명사,C,koen,,,,
5038,차례,time,명사,B,koen,,,,
5039,차리다,Prepare,동사,B,koen,,,,
5040,차림,Attire,명사,C,koen,,,,
5041,차마,I can't,부사,C,koen,,,,
5042,차별,discrimination,명사,C,koen,,,,
5043,차선,lane,명사,C,koen,,,,
5044,차이,difference,명사,B,koen,,,,
5045,차이점,Differences,명사,C,koen,,,,
5046,차차,Chacha,부사,C,koen,,,,
5047,차창,car window,명사,C,koen,,,,
5048,차츰,Gradually,부사,C,koen,,,,
5049,착각,illusion,명사,C,koen,,,,
5050,착각하다,Be mistaken,동사,C,koen,,,,
5051,착하다,kind,형용사,B,koen,,,,
5052,찬물,cold water,명사,B,koen,,,,
5053,찬성,approval,명사,C,koen,,,,
5054,찬성하다,Agree,동사,C,koen,,,,
5055,참,really,부사,A,koen,,,,
5056,참,really,감탄사,B,koen,,,,
5057,참,really,의존 명사,C,koen,,,,
5058,참가,Participation,명사,C,koen,,,,
5059,참가하다,participate,동사,B,koen,,,,
5060,참고하다,Note,동사,C,koen,,,,
5061,참기름,sesame oil,명사,B,koen,,,,
5062,참다,suppress,동사,B,koen,,,,
5063,참되다,True,형용사,C,koen,,,,
5064,참새,sparrow,명사,C,koen,,,,
5065,참석,Attendance,명사,C,koen,,,,
5066,참석자,participant,명사,C,koen,,,,
5067,참석하다,attend,동사,B,koen,,,,
5068,참여,participation,명사,C,koen,,,,
5069,참여하다,participate,동사,C,koen,,,,
5070,참외,melon,명사,C,koen,,,,
5071,참으로,Indeed,부사,C,koen,,,,
5072,참조,reference,명사,C,koen,,,,
5073,찻잔,teacup,명사,B,koen,,,,
5074,창,window,명사,C,koen,,,,
5075,창가,window,명사,C,koen,,,,
5076,창고,storage,명사,B,koen,,,,
5077,창구,window,명사,C,koen,,,,
5078,창문,window,명사,A,koen,,,,
5079,창밖,Outside the window,명사,B,koen,,,,
5080,창작,creation,명사,C,koen,,,,
5081,창조,creation,명사,C,koen,,,,
5082,창조적,creative,명사,C,koen,,,,
5083,창조하다,Create,동사,C,koen,,,,
5084,창피하다,Embarrassing,형용사,C,koen,,,,
5085,찾다,find,동사,A,koen,,,,
5086,찾아가다,Go to,동사,B,koen,,,,
5087,찾아내다,Find out,동사,B,koen,,,,
5088,찾아다니다,Search for,동사,C,koen,,,,
5089,찾아보다,Look for it,동사,B,koen,,,,
5090,찾아오다,Come find,동사,B,koen,,,,
5091,채,stick,의존 명사,C,koen,,,,
5092,채,stick,의존 명사,C,koen,,,,
5093,채,stick,부사,C,koen,,,,
5094,채널,channel,명사,B,koen,,,,
5095,채소,vegetable,명사,B,koen,,,,
5096,채우다,gratify,동사,B,koen,,,,
5097,채점,Grading,명사,C,koen,,,,
5098,책,book,명사,A,koen,,,,
5099,책가방,school bag,명사,B,koen,,,,
5100,책방,bookstore,명사,B,koen,,,,
5101,책상,table,명사,A,koen,,,,
5102,책임,responsibility,명사,B,koen,,,,
5103,책임감,sense of responsibility,명사,C,koen,,,,
5104,책임자,person in charge,명사,B,koen,,,,
5105,책임지다,Take responsibility,동사,C,koen,,,,
5106,챔피언,champion,명사,B,koen,,,,
5107,챙기다,Take care of,동사,B,koen,,,,
5108,처녀,virgin,명사,C,koen,,,,
5109,처리,treatment,명사,C,koen,,,,
5110,처벌,punishment,명사,C,koen,,,,
5111,처음,first,명사,A,koen,,,,
5112,처지,situation,명사,C,koen,,,,
5113,척,chuck,의존 명사,C,koen,,,,
5114,척,chuck,의존 명사,C,koen,,,,
5115,척하다,pretend,보조 용언,C,koen,,,,
5116,천,cloth,명사,C,koen,,,,
5117,천,cloth,수사,A,koen,,,,
5118,천,cloth,관형사,A,koen,,,,
5119,천국,heaven,명사,C,koen,,,,
5120,천둥,thunder,명사,C,koen,,,,
5121,천장,ceiling,명사,C,koen,,,,
5122,천재,genius,명사,C,koen,,,,
5123,천천히,slowly,부사,A,koen,,,,
5124,철,steel,명사,B,koen,,,,
5125,철,steel,명사,C,koen,,,,
5126,철,steel,명사,C,koen,,,,
5127,철도,railway,명사,C,koen,,,,
5128,철저하다,thorough,형용사,C,koen,,,,
5129,철저히,completely,부사,C,koen,,,,
5130,철학,philosophy,명사,C,koen,,,,
5131,철학자,philosopher,명사,C,koen,,,,
5132,철학적,philosophical,명사,C,koen,,,,
5133,첫,First,관형사,B,koen,,,,
5134,첫날,first night,명사,B,koen,,,,
5135,첫째,first,관형사,A,koen,,,,
5136,첫째,first,수사,A,koen,,,,
5137,청년,youth,명사,B,koen,,,,
5138,청바지,jeans,명사,A,koen,,,,
5139,청소,cleaning,명사,A,koen,,,,
5140,청소기,vacuum cleaner,명사,B,koen,,,,
5141,청소년,youth,명사,B,koen,,,,
5142,청소하다,clean,동사,A,koen,,,,
5143,청춘,prime,명사,C,koen,,,,
5144,청하다,ask,동사,C,koen,,,,
5145,체계적,Systematic,명사,C,koen,,,,
5146,체력,physical strength,명사,C,koen,,,,
5147,체온,temperature,명사,C,koen,,,,
5148,체육,gym,명사,B,koen,,,,
5149,체육관,gym,명사,C,koen,,,,
5150,체조,gymnastics,명사,C,koen,,,,
5151,체중,weight,명사,B,koen,,,,
5152,체하다,pretend,보조 용언,C,koen,,,,
5153,체험,Experience,명사,C,koen,,,,
5154,체험하다,Experience,동사,C,koen,,,,
5155,쳐다보다,Look up,동사,B,koen,,,,
5156,초,candle,의존 명사,B,koen,,,,
5157,초,candle,의존 명사,B,koen,,,,
5158,초기,beginning,명사,C,koen,,,,
5159,초대,invite,명사,C,koen,,,,
5160,초대,invite,명사,A,koen,,,,
5161,초대하다,invite,동사,A,koen,,,,
5162,초등학교,elementary school,명사,A,koen,,,,
5163,초등학생,elementary school students,명사,C,koen,,,,
5164,초록색,greenness,명사,B,koen,,,,
5165,초반,Early days,명사,C,koen,,,,
5166,초밥,Sushi,명사,B,koen,,,,
5167,초보,rudiments,명사,B,koen,,,,
5168,초보자,beginner,명사,B,koen,,,,
5169,초상화,portrait,명사,C,koen,,,,
5170,초순,Early spring,명사,C,koen,,,,
5171,초여름,early summer,명사,C,koen,,,,
5172,초원,prairie,명사,C,koen,,,,
5173,초저녁,early evening,명사,C,koen,,,,
5174,초점,focus,명사,C,koen,,,,
5175,초조하다,Impatient,형용사,C,koen,,,,
5176,초청,invitation,명사,C,koen,,,,
5177,초청장,invitation,명사,B,koen,,,,
5178,초청하다,invite,동사,C,koen,,,,
5179,초콜릿,chocolate,명사,A,koen,,,,
5180,촌스럽다,It's tacky,형용사,C,koen,,,,
5181,촛불,candlelight,명사,C,koen,,,,
5182,총,gun,명사,C,koen,,,,
5183,총,gun,관형사,C,koen,,,,
5184,총각,bachelor,명사,C,koen,,,,
5185,총리,Prime Minister,명사,C,koen,,,,
5186,총장,President,명사,B,koen,,,,
5187,촬영,filming,명사,B,koen,,,,
5188,최고,best,명사,B,koen,,,,
5189,최고급,Top class,명사,C,koen,,,,
5190,최근,recent,명사,B,koen,,,,
5191,최대,Maximum,명사,B,koen,,,,
5192,최대한,As much as possible,명사,C,koen,,,,
5193,최상,Best,명사,C,koen,,,,
5194,최선,best,명사,B,koen,,,,
5195,최소,Minimum,명사,C,koen,,,,
5196,최소한,At least,명사,B,koen,,,,
5197,최신,recent,명사,C,koen,,,,
5198,최악,worst,명사,C,koen,,,,
5199,최저,Lowest,명사,C,koen,,,,
5200,최종,Final,명사,C,koen,,,,
5201,최초,the first,명사,B,koen,,,,
5202,최후,last,명사,C,koen,,,,
5203,추가,addition,명사,C,koen,,,,
5204,추가되다,be added,동사,C,koen,,,,
5205,추가하다,add,동사,C,koen,,,,
5206,추다,dance,동사,A,koen,,,,
5207,추석,Chuseok,명사,C,koen,,,,
5208,추억,memory,명사,B,koen,,,,
5209,추위,cold,명사,B,koen,,,,
5210,추진,propulsion,명사,C,koen,,,,
5211,추진하다,Promote,동사,C,koen,,,,
5212,추천,suggestion,명사,C,koen,,,,
5213,추천하다,recommend,동사,C,koen,,,,
5214,추측,guess,명사,C,koen,,,,
5215,축구,soccer,명사,A,koen,,,,
5216,축구공,soccer ball,명사,B,koen,,,,
5217,축구장,soccer field,명사,C,koen,,,,
5218,축소,reduction,명사,C,koen,,,,
5219,축제,festivities,명사,B,koen,,,,
5220,축하,congrats,명사,B,koen,,,,
5221,축하하다,Congratulations,동사,A,koen,,,,
5222,출구,exit,명사,B,koen,,,,
5223,출국,Departure,명사,C,koen,,,,
5224,출근,go to work,명사,B,koen,,,,
5225,출근하다,Go to work,동사,B,koen,,,,
5226,출발,depart,명사,B,koen,,,,
5227,출발점,starting point,명사,C,koen,,,,
5228,출발하다,Depart,동사,A,koen,,,,
5229,출산,childbirth,명사,C,koen,,,,
5230,출석하다,Attend,동사,C,koen,,,,
5231,출신,native,명사,C,koen,,,,
5232,출연,Appearance,명사,C,koen,,,,
5233,출연하다,appear,동사,B,koen,,,,
5234,출입,coming and going,명사,B,koen,,,,
5235,출입국,Immigration,명사,C,koen,,,,
5236,출입문,Entrance door,명사,B,koen,,,,
5237,출장,business trip,명사,B,koen,,,,
5238,출퇴근,Commuting,명사,C,koen,,,,
5239,출판,publishing,명사,C,koen,,,,
5240,출판사,publisher,명사,C,koen,,,,
5241,출현하다,Appear,동사,C,koen,,,,
5242,춤,dance,명사,A,koen,,,,
5243,춤추다,dance,동사,A,koen,,,,
5244,춥다,cold,형용사,A,koen,,,,
5245,충격,impact,명사,B,koen,,,,
5246,충격적,shocking,명사,C,koen,,,,
5247,충고,advice,명사,C,koen,,,,
5248,충돌,crash,명사,C,koen,,,,
5249,충돌하다,Collide,동사,C,koen,,,,
5250,충분하다,It's enough,형용사,B,koen,,,,
5251,충분히,enough,부사,B,koen,,,,
5252,충청도,Chungcheong Province,고유 명사,B,koen,,,,
5253,취미,hobby,명사,A,koen,,,,
5254,취소,cancellation,명사,B,koen,,,,
5255,취소하다,Cancel,동사,B,koen,,,,
5256,취업,Employment,명사,C,koen,,,,
5257,취재,take,명사,C,koen,,,,
5258,취직,Employment,명사,B,koen,,,,
5259,취하다,drunk,동사,B,koen,,,,
5260,취하다,drunk,동사,B,koen,,,,
5261,취향,taste,명사,C,koen,,,,
5262,층,floor,명사,A,koen,,,,
5263,치과,Dentistry,명사,B,koen,,,,
5264,치다,hit,동사,C,koen,,,,
5265,치다,hit,동사,A,koen,,,,
5266,치다,hit,동사,C,koen,,,,
5267,치다,hit,동사,C,koen,,,,
5268,치료,therapy,명사,B,koen,,,,
5269,치료법,cure,명사,C,koen,,,,
5270,치료하다,Treat,동사,B,koen,,,,
5271,치르다,pay,동사,C,koen,,,,
5272,치마,skirt,명사,A,koen,,,,
5273,치아,teeth,명사,C,koen,,,,
5274,치약,toothpaste,명사,A,koen,,,,
5275,치우다,tidy up,동사,B,koen,,,,
5276,치우다,tidy up,보조 용언,C,koen,,,,
5277,치즈,cheese,명사,B,koen,,,,
5278,친구,friend,명사,A,koen,,,,
5279,친절,kindness,명사,B,koen,,,,
5280,친절하다,nice,형용사,A,koen,,,,
5281,친정,Parents' home,명사,C,koen,,,,
5282,친척,relative,명사,B,koen,,,,
5283,친하다,Close,형용사,B,koen,,,,
5284,친해지다,become friendly,동사,C,koen,,,,
5285,칠,seven,수사,A,koen,,,,
5286,칠십,seventy,수사,A,koen,,,,
5287,칠월,July,명사,A,koen,,,,
5288,칠판,blackboard,명사,A,koen,,,,
5289,칠하다,Paint,동사,C,koen,,,,
5290,침,saliva,명사,C,koen,,,,
5291,침대,bed,명사,A,koen,,,,
5292,침묵,silence,명사,C,koen,,,,
5293,침실,bedroom,명사,B,koen,,,,
5294,침착하다,Calm down,형용사,C,koen,,,,
5295,칫솔,toothbrush,명사,A,koen,,,,
5296,칭찬,compliment,명사,B,koen,,,,
5297,칭찬하다,Praise,동사,C,koen,,,,
5298,카드,card,명사,A,koen,,,,
5299,카레,curry,명사,B,koen,,,,
5300,카메라,camera,명사,A,koen,,,,
5301,카운터,bar,명사,B,koen,,,,
5302,카페,cafe,명사,B,koen,,,,
5303,칸,Cannes,명사,C,koen,,,,
5304,칼,knife,명사,A,koen,,,,
5305,칼국수,Kalguksu,명사,C,koen,,,,
5306,캄캄하다,It's dark,형용사,C,koen,,,,
5307,캐나다,Canada,고유 명사,A,koen,,,,
5308,캐릭터,character,명사,C,koen,,,,
5309,캠퍼스,Campus,명사,B,koen,,,,
5310,캠페인,campaign,명사,C,koen,,,,
5311,커다랗다,It's big,형용사,B,koen,,,,
5312,커지다,grow big,동사,B,koen,,,,
5313,커튼,curtain,명사,B,koen,,,,
5314,커피,coffee,명사,A,koen,,,,
5315,컨디션,condition,명사,C,koen,,,,
5316,컬러,Color,명사,C,koen,,,,
5317,컴퓨터,computer,명사,A,koen,,,,
5318,컵,cup,명사,A,koen,,,,
5319,케첩,ketchup,명사,C,koen,,,,
5320,켜다,saw,동사,A,koen,,,,
5321,켜지다,turn on,동사,B,koen,,,,
5322,코,nose,명사,A,koen,,,,
5323,코끝,tip of the nose,명사,C,koen,,,,
5324,코끼리,elephant,명사,B,koen,,,,
5325,코너,corner,명사,B,koen,,,,
5326,코드,cord,명사,C,koen,,,,
5327,코미디,comedy,명사,C,koen,,,,
5328,코스,course,명사,C,koen,,,,
5329,코스모스,cosmos,명사,C,koen,,,,
5330,코치,coach,명사,C,koen,,,,
5331,코트,coat,명사,C,koen,,,,
5332,코피,nosebleed,명사,B,koen,,,,
5333,콘서트,concert,명사,B,koen,,,,
5334,콜라,cola,명사,A,koen,,,,
5335,콤플렉스,complex,명사,B,koen,,,,
5336,콩,bean,명사,B,koen,,,,
5337,콩나물,bean sprout,명사,B,koen,,,,
5338,쾌감,pleasure,명사,C,koen,,,,
5339,쿠데타,coup,명사,C,koen,,,,
5340,크기,size,명사,B,koen,,,,
5341,크다,big,형용사,A,koen,,,,
5342,크다,big,동사,A,koen,,,,
5343,크리스마스,christmas,명사,A,koen,,,,
5344,크림,cream,명사,C,koen,,,,
5345,큰길,main street,명사,B,koen,,,,
5346,큰딸,eldest daughter,명사,C,koen,,,,
5347,큰소리,loud noise,명사,B,koen,,,,
5348,큰아들,eldest son,명사,C,koen,,,,
5349,큰아버지,Grandfather,명사,C,koen,,,,
5350,큰어머니,Grandmother,명사,C,koen,,,,
5351,큰일,Big trouble,명사,B,koen,,,,
5352,큰절,bow,명사,C,koen,,,,
5353,클래식,Classic,명사,C,koen,,,,
5354,클럽,club,명사,C,koen,,,,
5355,키,key,명사,A,koen,,,,
5356,키스,kiss,명사,C,koen,,,,
5357,키우다,grow,동사,B,koen,,,,
5358,킬로,kilo,의존 명사,B,koen,,,,
5359,킬로그램,kilogram,의존 명사,B,koen,,,,
5360,킬로미터,kilometer,의존 명사,B,koen,,,,
5361,타고나다,born with,동사,C,koen,,,,
5362,타다,ride,동사,C,koen,,,,
5363,타다,ride,동사,A,koen,,,,
5364,타다,ride,동사,C,koen,,,,
5365,타다,ride,동사,C,koen,,,,
5366,타락,corruption,명사,C,koen,,,,
5367,타오르다,Burn,동사,C,koen,,,,
5368,타입,Type,명사,C,koen,,,,
5369,타자기,typewriter,명사,C,koen,,,,
5370,탁,widely,부사,C,koen,,,,
5371,탁구,table tennis,명사,C,koen,,,,
5372,탁월하다,Excellent,형용사,C,koen,,,,
5373,탁자,table,명사,C,koen,,,,
5374,탄생,birth,명사,C,koen,,,,
5375,탄생하다,be born,동사,C,koen,,,,
5376,탈출하다,escape,동사,C,koen,,,,
5377,탑,tower,명사,B,koen,,,,
5378,탓,fault,명사,C,koen,,,,
5379,태권도,Taekwondo,명사,A,koen,,,,
5380,태도,attitude,명사,B,koen,,,,
5381,태아,fetus,명사,C,koen,,,,
5382,태양,sun,명사,B,koen,,,,
5383,태어나다,come into being,동사,A,koen,,,,
5384,태우다,burn,동사,B,koen,,,,
5385,태우다,burn,동사,B,koen,,,,
5386,태풍,typhoon,명사,B,koen,,,,
5387,택시,taxi,명사,A,koen,,,,
5388,택하다,select,동사,C,koen,,,,
5389,탤런트,talent,명사,B,koen,,,,
5390,터,place,명사,C,koen,,,,
5391,터,place,의존 명사,B,koen,,,,
5392,터널,tunnel,명사,B,koen,,,,
5393,터뜨리다,blow up,동사,B,koen,,,,
5394,터미널,terminal,명사,B,koen,,,,
5395,터지다,break,동사,C,koen,,,,
5396,턱,chin,명사,B,koen,,,,
5397,턱,chin,의존 명사,C,koen,,,,
5398,털,hair,명사,B,koen,,,,
5399,털다,whisk,동사,B,koen,,,,
5400,텅,Empty,부사,C,koen,,,,
5401,테니스,tennis,명사,A,koen,,,,
5402,테러,terrorism,명사,C,koen,,,,
5403,테스트,test,명사,B,koen,,,,
5404,테이블,table,명사,A,koen,,,,
5405,테이프,streamer,명사,B,koen,,,,
5406,텍스트,Text,명사,C,koen,,,,
5407,텔레비전,television,명사,A,koen,,,,
5408,토끼,rabbit,명사,B,koen,,,,
5409,토대,foundation,명사,C,koen,,,,
5410,토론,discussion,명사,B,koen,,,,
5411,토론자,debater,명사,C,koen,,,,
5412,토론하다,Discuss,동사,C,koen,,,,
5413,토론회,debating society,명사,C,koen,,,,
5414,토마토,tomato,명사,B,koen,,,,
5415,토요일,Saturday,명사,A,koen,,,,
5416,토하다,vomit,동사,C,koen,,,,
5417,톤,ton,의존 명사,B,koen,,,,
5418,통,container,명사,B,koen,,,,
5419,통,container,의존 명사,B,koen,,,,
5420,통계,statistics,명사,C,koen,,,,
